d1,d2,d3,d4
677.11,26.69,579.86,863.12
625.86,73.86,506.35,783.29
331.34,841.44,290.26,3.83
228.36,510.07,47.81,332.91
325.96,829.72,279.32,12.04
26.67,681.73,204.49,305.62
31.6,688.47,210.73,305.27
677.11,26.69,579.86,863.12
329.7,833.19,283.08,10.86
281.57,443.86,325.2,578.63
224.85,518.01,40.08,324.98
363.55,423.5,408.16,664.75
675.18,26.2,578.27,861.64
232.39,508.23,50.25,334.11
237.14,533.99,37.59,306.31
676.13,25.29,578.64,861.85
232.67,507.29,51.12,335.07
676.16,25.62,578.78,862.02
29.65,686.86,210.42,306.92
332.83,840.83,290.1,6.12
231.98,500.56,57.06,342.6
368.98,420.32,412.34,669.7
191.86,537.81,28.3,312.55
678.84,26.42,580.94,864.02
38.25,677.74,188.25,289.54
32.11,688.06,209.01,303.48
326.35,834.09,283.01,6.51
224.42,519.13,39.0,323.85
628.2,75.33,507.86,784.39
183.05,645.55,88.17,204.98
674.57,26.84,578.03,861.5
676.25,25.29,578.72,861.92
230.62,510.98,47.48,331.46
676.19,25.82,578.87,862.13
205.37,515.23,46.34,333.75
232.76,502.54,55.33,340.25
42.67,690.7,201.01,288.92
668.96,11.34,564.53,845.93
232.22,511.24,47.7,330.88
233.07,506.64,51.77,335.7
44.2,692.44,202.09,287.99
400.34,942.45,388.82,103.08
330.96,840.2,289.14,4.07
215.38,508.43,50.3,338.21
22.77,679.79,206.26,310.37
40.95,691.63,204.24,292.14
331.61,841.47,290.34,4.15
146.11,708.27,159.9,184.46
361.92,424.92,407.14,663.38
227.39,516.42,42.05,326.19
325.1,831.19,280.32,9.5
25.6,677.11,198.5,303.7
28.37,683.52,205.49,304.65
681.0,25.71,581.94,864.68
77.61,715.82,205.82,257.28
223.66,519.49,38.53,323.63
324.23,829.99,279.13,10.54
42.32,689.28,199.29,288.52
228.36,510.07,47.81,332.91
28.98,684.86,207.2,305.19
23.0,678.86,204.14,308.79
194.43,677.74,120.31,172.67
169.06,639.55,83.7,215.98
36.29,680.16,192.67,292.09
331.71,841.29,290.21,4.36
22.59,677.71,202.67,308.33
44.01,690.89,199.98,287.22
355.19,956.51,400.12,160.94
339.07,852.89,301.5,13.6
402.51,944.53,390.98,105.1
677.11,26.69,579.86,863.12
191.4,670.62,113.17,179.83
171.5,639.07,82.82,215.37
169.49,638.6,82.7,216.65
228.9,521.25,38.73,320.72
330.96,835.48,285.27,9.35
263.62,756.57,203.19,84.79
171.58,639.56,83.29,214.9
678.38,27.28,580.97,864.18
233.0,499.9,57.79,343.1
629.05,79.48,507.34,783.26
325.85,830.36,279.82,11.1
258.82,456.77,305.9,556.37
24.85,681.9,207.42,309.25
278.48,890.06,337.56,151.36
230.76,510.06,48.29,332.43
667.83,19.41,570.25,853.55
259.63,457.26,307.42,557.61
679.1,27.69,581.63,864.81
34.45,689.61,208.7,301.02
326.11,822.33,273.35,21.91
204.16,521.33,39.58,327.06
263.62,756.57,203.19,84.79
674.59,26.78,578.02,861.49
28.72,685.75,209.46,307.07
23.8,679.87,204.91,308.52
169.75,639.37,83.4,215.85
224.42,519.13,39.0,323.85
170.36,639.52,83.45,215.45
95.64,753.15,282.32,326.6
331.56,836.91,286.58,8.35
192.38,697.0,139.62,158.67
231.25,504.7,53.13,338.19
225.81,515.05,42.89,328.01
366.66,422.87,411.18,667.92
201.32,532.98,27.26,314.7
674.65,25.73,577.71,861.08
172.17,639.16,82.8,215.03
332.63,843.28,292.08,5.0
24.42,680.69,205.62,308.41
15.18,668.89,197.79,312.98
26.67,681.73,204.49,305.62
32.83,689.34,210.59,303.96
34.96,685.84,201.61,296.41
29.19,684.21,205.68,304.0
258.82,456.77,305.9,556.37
254.48,464.05,306.45,554.37
191.17,670.77,113.31,179.8
224.16,517.8,40.13,325.36
232.14,509.1,49.45,333.21
32.64,685.45,203.56,299.56
228.07,511.38,46.59,331.54
329.37,835.84,285.17,7.02
365.87,422.64,410.21,667.0
90.88,724.52,207.66,244.75
231.11,509.52,48.84,332.95
338.86,852.37,301.02,13.15
173.19,638.18,81.68,215.49
323.81,829.44,278.57,11.02
675.22,26.67,578.46,861.87
227.57,511.82,46.1,331.16
37.18,690.49,206.72,297.12
232.53,507.66,50.77,334.69
643.28,42.62,530.58,809.74
677.11,26.69,579.86,863.12
225.81,515.05,42.89,328.01
323.36,828.07,277.33,12.52
227.81,511.45,46.48,331.52
30.39,686.86,209.17,305.25
37.36,680.18,191.79,290.9
390.76,932.03,378.25,92.85
34.45,686.81,203.71,297.96
288.7,792.6,239.69,48.36
11.78,665.89,197.35,316.02
10.69,656.78,207.5,338.28
229.61,513.9,44.76,328.49
224.09,528.41,31.45,313.93
252.44,458.89,299.07,549.3
333.21,840.64,290.03,6.77
180.01,667.89,354.01,502.57
43.72,696.35,209.05,292.35
225.31,516.62,41.4,326.4
331.49,440.54,382.45,634.8
179.27,669.27,353.93,501.56
258.82,456.77,305.9,556.37
229.62,507.34,50.48,335.63
397.39,938.75,385.15,99.38
677.56,25.76,579.82,862.95
263.62,756.57,203.19,84.79
205.5,518.68,42.08,329.66
358.9,426.74,404.85,660.65
38.33,689.88,204.32,294.64
226.41,511.84,45.9,331.39
258.24,457.6,305.85,556.04
115.84,720.82,187.0,212.65
675.52,25.03,578.1,861.34
148.47,751.1,208.63,184.07
30.57,687.39,210.03,305.72
193.25,672.24,114.81,177.75
400.38,941.97,388.42,102.55
224.02,517.39,40.47,325.83
333.93,843.19,292.31,6.37
629.58,76.76,508.61,784.83
224.97,513.95,43.76,329.4
671.87,24.3,575.08,858.52
192.2,697.66,140.29,158.29
168.05,641.05,85.38,215.07
115.44,721.06,187.5,213.13
95.24,752.42,282.67,328.14
321.17,812.32,263.95,31.28
676.2,24.92,578.55,861.72
256.56,460.79,306.39,555.45
232.18,508.7,49.8,333.63
35.87,687.99,204.01,296.79
323.86,831.52,280.31,8.46
328.38,833.1,282.68,9.62
189.88,667.35,109.89,183.2
23.75,679.53,204.37,308.24
172.77,640.29,83.84,213.75
325.57,830.91,280.21,10.17
44.87,695.78,206.69,289.79
173.59,639.03,82.47,214.56
676.82,25.01,579.02,862.14
228.4,510.03,47.85,332.95
347.38,859.57,308.92,21.52
401.05,943.03,389.44,103.63
42.58,692.16,203.31,290.11
231.4,498.43,59.06,345.11
206.55,516.74,43.9,331.55
191.16,700.45,143.16,156.9
29.83,685.43,207.09,304.31
328.71,833.04,282.71,10.03
210.43,519.04,39.67,327.6
16.57,672.26,201.02,312.93
11.63,649.11,190.87,327.41
27.38,684.3,208.49,307.62
204.56,520.41,40.48,327.99
31.35,685.42,205.05,301.6
24.49,682.0,208.24,310.2
332.87,840.52,289.85,6.4
268.69,876.76,323.9,143.09
333.13,839.98,289.48,7.21
191.76,697.54,140.18,158.6
365.17,421.94,409.07,666.05
228.36,510.07,47.81,332.91
671.26,23.26,574.25,857.65
668.33,20.77,571.09,854.47
33.8,664.67,179.03,295.14
228.36,510.07,47.81,332.91
194.92,507.31,64.46,348.28
625.86,73.86,506.35,783.29
6.06,660.95,197.3,321.68
30.11,686.96,209.85,306.03
226.94,521.41,37.85,320.89
224.24,517.85,40.1,325.29
34.08,690.02,210.09,302.37
332.07,840.48,289.63,5.35
253.93,457.41,299.77,550.46
678.19,26.42,580.5,863.64
676.33,25.51,578.86,862.08
30.19,681.68,200.36,300.25
363.59,423.02,407.94,664.66
331.04,838.72,287.94,5.6
45.99,692.86,200.94,285.76
206.54,521.3,38.49,326.28
205.35,518.19,42.74,330.28
231.97,508.38,50.02,334.02
228.36,510.07,47.81,332.91
629.4,76.98,508.39,784.6
362.41,424.72,407.57,663.86
28.56,684.97,208.06,306.19
35.77,691.93,211.51,301.8
26.67,681.73,204.49,305.62
227.57,517.45,41.24,325.04
329.76,834.77,284.39,8.85
331.77,841.56,290.45,4.32
674.54,25.66,577.6,860.97
38.79,689.54,203.27,293.66
330.45,839.04,288.07,4.45
365.26,426.7,411.71,667.48
11.63,649.11,190.87,327.41
33.83,683.93,199.94,296.71
328.4,832.31,282.04,10.69
225.78,520.96,37.82,321.6
667.46,21.1,570.46,853.92
334.75,439.13,385.26,637.96
50.98,705.77,217.62,291.51
324.13,829.94,279.06,10.55
23.1,678.68,203.7,308.44
231.73,509.48,49.03,332.88
366.58,423.34,411.35,667.97
229.5,509.97,48.1,332.78
363.45,423.71,408.15,664.69
324.42,821.66,272.36,21.49
205.5,518.68,42.08,329.67
60.9,718.46,231.39,294.09
167.76,641.27,85.64,215.01
25.52,681.02,204.72,306.82
171.61,638.82,82.55,215.56
26.75,684.32,209.64,309.13
331.46,837.37,286.93,7.68
329.13,834.38,283.92,8.67
333.61,840.57,290.07,7.37
197.03,525.64,38.73,324.69
196.93,707.18,149.76,149.28
678.81,27.08,581.19,864.34
29.46,685.02,206.83,304.49
329.64,835.73,285.15,7.46
37.97,693.83,212.13,300.13
329.96,835.34,284.9,8.34
258.07,458.0,305.97,556.01
229.96,520.28,39.89,321.58
681.19,28.69,583.41,866.49
198.93,702.41,144.95,151.53
232.29,503.84,54.07,338.91
324.3,830.28,279.38,10.22
231.51,508.59,49.74,333.89
323.29,834.4,282.58,5.36
36.97,683.1,195.8,292.28
507.39,173.84,386.39,666.27
190.96,670.11,112.65,180.43
225.65,516.82,41.3,326.11
229.0,509.45,48.48,333.45
228.36,510.07,47.81,332.91
10.66,665.03,197.39,317.08
169.2,638.53,82.68,216.84
334.82,845.7,294.58,7.33
232.73,502.56,55.3,340.23
32.12,686.71,206.38,301.69
677.11,26.69,579.86,863.12
172.99,638.3,81.83,215.46
94.61,751.99,281.74,327.23
677.11,26.69,579.86,863.12
98.15,754.8,286.2,330.7
168.58,639.85,84.09,215.92
205.5,518.68,42.08,329.67
330.33,839.23,288.2,4.09
206.26,522.92,36.71,324.51
259.1,457.34,306.78,556.99
365.18,422.56,409.41,666.23
27.52,682.21,204.25,304.68
192.76,698.0,140.61,157.77
233.09,502.87,55.08,339.82
211.21,516.76,42.03,329.96
211.16,516.78,42.02,329.95
232.01,508.06,50.3,334.36
231.68,510.71,47.98,331.55
678.71,25.78,580.6,863.62
233.45,505.69,52.67,336.66
676.52,26.83,579.48,862.8
45.61,691.84,199.81,285.63
206.35,522.77,36.84,324.65
168.67,640.27,84.49,215.51
225.3,515.52,42.37,327.6
630.25,77.21,509.05,785.16
551.95,1092.48,543.16,255.23
79.07,719.44,209.96,257.97
170.36,639.52,83.45,215.45
329.31,833.26,283.05,10.35
360.28,425.54,405.71,661.8
171.07,643.44,87.21,211.65
167.08,639.54,84.08,216.85
35.05,691.16,210.99,302.1
205.5,518.68,42.08,329.67
325.81,829.45,279.06,12.27
170.27,640.28,84.22,214.81
260.15,455.99,307.01,557.66
21.58,678.35,205.16,310.75
38.7,694.55,212.54,299.73
167.63,641.26,85.66,215.08
168.39,639.72,84.0,216.12
332.34,842.76,291.58,4.7
228.84,519.58,39.96,322.51
27.45,684.56,208.96,307.91
677.11,26.69,579.86,863.12
172.3,638.89,82.52,215.21
224.44,522.06,36.51,320.67
625.18,73.8,505.81,782.82
332.73,839.15,288.7,7.44
37.13,693.05,211.76,300.66
36.31,691.35,209.49,299.78
226.94,512.32,45.54,330.74
364.24,423.93,409.13,665.61
677.09,26.11,579.63,862.83
232.91,502.64,55.26,340.11
24.44,679.74,203.84,307.29
24.58,680.91,205.8,308.37
369.13,419.17,411.9,669.54
319.72,822.15,271.57,18.22
120.47,738.27,206.47,213.36
693.19,91.35,613.62,900.08
169.97,639.51,83.51,215.63
226.93,522.2,37.24,320.05
229.6,514.12,44.57,328.26
228.36,510.07,47.81,332.91
325.89,829.6,279.2,12.15
234.21,499.99,57.86,342.75
26.89,681.86,204.43,305.37
31.83,683.8,201.83,299.42
27.82,684.38,207.97,306.83
232.06,509.68,48.94,332.59
701.46,129.97,632.41,919.9
677.11,26.69,579.86,863.12
402.74,944.13,390.69,104.65
258.82,456.77,305.9,556.37
217.02,679.67,124.39,163.7
179.75,643.39,86.18,208.18
333.22,842.65,291.69,5.69
230.0,732.72,176.21,115.32
670.04,11.81,565.8,847.25
30.43,687.29,210.05,305.87
226.84,512.07,45.75,331.04
248.72,472.8,306.39,551.2
326.55,829.32,279.14,13.02
368.14,420.7,411.63,668.9
189.32,668.13,110.68,182.75
259.5,456.1,306.22,556.89
677.11,26.69,579.86,863.12
678.5,26.75,580.85,863.99
402.74,944.13,390.69,104.65
36.79,688.27,203.43,295.62
676.03,25.12,578.5,861.71
30.93,687.37,209.38,304.89
194.44,699.73,142.31,155.69
365.72,422.43,409.94,666.78
301.45,819.24,265.26,26.46
41.99,690.33,201.14,289.62
228.87,494.15,63.48,350.61
328.77,833.19,282.85,9.88
251.79,459.13,298.39,548.59
195.84,823.49,282.56,186.64
44.37,697.11,209.62,292.1
259.76,455.57,306.11,556.97
200.35,702.6,145.15,150.7
84.15,722.45,210.09,252.89
189.88,694.79,137.48,161.52
642.93,61.18,524.85,801.94
263.62,756.57,203.19,84.79
265.12,758.09,204.83,83.13
677.64,26.54,580.17,863.37
330.47,833.8,283.77,10.92
31.06,687.79,210.12,305.32
330.42,839.16,288.16,4.28
39.1,690.0,203.65,293.56
368.26,420.58,411.7,669.0
677.11,26.69,579.86,863.12
233.6,508.3,50.51,333.81
677.37,27.81,580.46,863.8
356.71,428.1,403.2,658.66
151.45,705.31,155.04,181.07
222.92,493.71,291.11,528.81
230.06,490.94,66.77,353.97
677.11,26.69,579.86,863.12
97.33,754.84,283.77,326.68
625.86,73.78,506.38,783.33
205.5,518.68,42.08,329.67
319.82,822.08,271.54,18.34
340.84,854.91,303.57,15.68
169.24,638.43,82.57,216.91
7.26,662.12,197.34,320.4
95.24,752.42,282.67,328.14
364.81,422.69,409.08,665.87
87.77,742.4,280.13,337.19
667.85,13.53,568.33,851.14
64.85,685.71,177.25,262.81
229.14,507.12,50.62,335.98
365.03,423.03,409.5,666.21
26.95,681.92,204.47,305.35
340.18,853.84,302.54,14.67
330.97,835.22,285.05,9.7
191.21,669.68,112.23,180.7
673.84,27.47,577.68,861.25
677.04,27.56,580.13,863.48
220.48,504.94,53.01,340.65
6.75,660.77,196.61,321.07
6.93,661.08,196.72,320.84
4.72,663.58,205.65,328.7
31.33,686.45,206.97,302.82
230.31,506.34,51.5,336.59
201.71,532.51,27.61,315.11
402.8,944.04,390.62,104.54
25.29,677.99,200.07,304.62
27.83,684.86,208.97,307.55
42.86,696.29,210.04,293.85
29.05,679.62,198.57,300.57
144.53,709.7,161.98,185.4
225.47,522.29,36.65,320.23
196.9,699.19,141.73,154.85
679.54,24.84,580.7,863.52
205.5,518.68,42.08,329.67
344.8,856.73,305.98,18.59
31.03,687.29,209.08,304.57
677.41,24.71,579.3,862.34
43.37,692.5,203.02,289.22
191.47,696.76,139.4,159.31
231.28,519.07,41.33,322.65
28.13,684.55,207.84,306.43
254.62,462.23,305.05,553.69
333.34,840.69,290.11,6.91
197.02,700.08,142.62,154.14
332.77,838.51,288.19,8.14
364.29,423.33,408.86,665.49
23.57,681.33,208.33,311.15
134.31,775.59,331.28,377.14
223.84,517.83,40.04,325.39
224.68,527.14,32.63,315.17
331.63,837.47,287.06,7.78
680.36,21.58,579.03,861.17
205.5,518.68,42.08,329.67
140.47,800.0,312.35,311.38
289.33,804.71,250.39,40.4
44.77,698.87,212.43,293.67
39.44,678.23,187.84,288.34
170.36,639.52,83.45,215.45
27.04,681.03,202.83,304.34
30.03,684.64,205.34,303.0
9.38,650.39,194.5,330.14
399.07,941.54,387.81,102.23
629.43,77.07,508.39,784.59
232.39,498.71,58.85,344.56
364.83,423.74,409.67,666.2
38.66,689.47,203.29,293.79
232.73,509.68,49.13,332.47
32.01,642.5,169.25,310.77
677.48,25.64,579.72,862.85
265.05,872.84,320.08,142.32
677.81,28.45,581.01,864.38
331.55,837.99,287.46,7.08
26.62,683.85,208.77,308.57
228.46,508.69,49.08,334.4
254.62,462.23,305.05,553.69
225.51,522.24,36.7,320.27
228.23,520.44,39.07,321.7
332.44,843.03,291.82,4.79
229.27,556.15,29.4,284.28
323.3,828.25,277.46,12.27
677.11,26.69,579.86,863.12
228.36,510.07,47.81,332.91
302.79,821.4,267.38,24.94
333.73,841.23,290.64,7.04
676.61,25.98,579.24,862.47
27.49,684.32,208.36,307.43
694.96,98.49,617.29,903.99
228.94,510.09,47.89,332.77
403.94,943.47,390.36,103.87
167.56,640.6,85.02,215.7
676.8,26.29,579.49,862.74
259.17,457.71,307.19,557.25
23.9,677.7,201.14,306.36
227.36,519.63,39.4,322.73
167.81,641.53,85.89,214.76
201.74,532.32,27.82,315.31
95.99,752.93,283.78,329.26
224.42,519.13,39.0,323.85
25.48,680.99,204.7,306.84
225.88,514.31,43.57,328.8
29.48,683.64,204.29,302.89
634.29,70.2,514.62,791.27
9.47,664.95,198.37,318.36
191.71,669.52,112.08,180.64
225.88,514.31,43.57,328.8
675.93,24.96,578.38,861.58
206.15,520.79,39.26,327.0
28.56,685.51,209.21,307.04
168.85,640.42,84.6,215.29
395.36,938.45,384.53,99.34
263.62,756.57,203.19,84.79
228.36,510.07,47.81,332.91
195.84,823.49,282.56,186.64
31.0,687.33,209.21,304.69
231.07,511.34,47.29,330.98
259.98,455.37,306.23,557.15
40.73,693.89,208.35,294.77
29.23,685.58,208.27,305.7
257.59,457.14,304.56,554.99
326.21,831.7,281.01,9.59
63.88,686.82,179.14,263.77
175.29,636.78,80.02,215.93
33.91,690.53,211.48,303.6
228.17,519.53,39.76,322.69
687.04,88.53,607.59,894.11
13.15,657.42,189.6,316.64
193.83,673.9,116.47,176.12
195.84,823.49,282.56,186.64
170.36,639.52,83.45,215.45
78.62,719.24,210.07,258.49
95.93,752.89,283.71,329.21
224.28,527.71,32.04,314.63
29.69,684.78,206.05,303.76
168.92,639.52,83.71,216.06
227.77,514.53,43.75,328.17
252.28,459.06,299.0,549.18
171.51,639.05,82.8,215.39
254.62,462.23,305.05,553.69
679.24,27.69,581.72,864.89
228.36,510.07,47.81,332.91
34.62,688.06,205.61,298.87
332.27,841.88,290.83,4.8
32.59,686.4,205.23,300.55
170.36,639.52,83.45,215.45
205.5,518.68,42.08,329.67
28.72,686.22,210.59,307.97
99.13,713.39,187.39,229.61
317.21,817.73,267.32,22.61
223.73,517.22,40.58,326.09
223.59,517.25,40.53,326.09
401.87,943.49,389.98,104.04
254.62,462.23,305.05,553.69
331.78,837.03,286.73,8.49
321.88,828.17,277.06,11.79
20.88,677.62,204.75,311.12
32.04,686.6,206.28,301.7
328.62,832.74,282.45,10.33
230.31,511.18,47.23,331.3
353.15,390.63,377.02,642.17
234.2,500.21,57.66,342.51
46.41,669.0,173.54,282.51
16.62,672.03,200.61,312.7
362.15,899.64,345.52,61.58
32.41,689.23,211.08,304.75
191.21,669.68,112.23,180.7
205.5,518.68,42.08,329.67
626.55,77.32,505.85,782.28
332.16,840.5,289.68,5.46
224.57,518.52,39.57,324.48
632.95,72.82,512.68,789.12
12.83,667.07,197.76,315.13
208.37,693.55,136.58,154.28
552.04,1092.75,543.39,255.47
229.45,510.88,47.3,331.8
677.11,26.69,579.86,863.12
327.59,831.55,281.21,10.95
265.45,434.74,294.5,553.08
198.36,669.02,111.83,178.68
183.86,679.14,121.93,176.14
361.42,425.57,406.96,663.04
20.13,655.72,214.47,347.5
229.97,512.34,46.16,330.11
26.52,683.09,207.28,307.56
24.57,681.74,207.53,309.59
231.97,510.2,48.49,332.05
402.8,944.04,390.62,104.54
95.24,752.42,282.67,328.14
78.62,719.24,210.07,258.49
693.78,91.58,614.18,900.63
40.47,688.47,199.91,290.52
331.52,840.54,289.55,4.57
259.62,456.67,306.9,557.32
319.27,814.82,265.46,27.03
328.38,833.1,282.68,9.62
224.53,517.27,40.67,325.85
37.11,679.57,191.28,291.04
30.8,687.76,210.49,305.86
331.1,840.72,289.6,3.89
231.07,509.98,48.44,332.45
225.61,520.52,38.13,322.1
255.62,461.12,305.42,554.42
228.36,510.07,47.81,332.91
330.44,832.99,283.1,11.94
45.66,700.03,213.5,293.58
24.29,679.97,204.44,307.78
224.42,519.13,39.0,323.85
40.72,696.6,213.8,298.72
9.6,663.2,196.43,318.05
28.19,685.54,209.93,307.96
677.08,26.18,579.64,862.86
24.74,681.97,207.75,309.59
83.32,626.84,248.15,410.77
327.27,831.76,281.31,10.39
13.81,658.17,189.49,315.65
38.04,680.81,191.97,290.29
333.23,839.45,289.07,7.83
25.7,681.45,205.26,306.99
189.44,668.9,111.44,182.06
333.78,841.36,290.77,7.02
225.84,514.83,43.09,328.24
258.67,457.48,306.33,556.52
231.41,506.4,51.63,336.29
169.88,639.6,83.61,215.58
331.0,841.36,290.11,3.45
331.61,841.09,290.03,4.34
211.21,516.76,42.03,329.96
167.86,641.2,85.56,215.03
25.53,682.77,208.21,309.19
257.26,458.38,305.21,555.18
676.72,25.49,579.13,862.31
14.54,666.58,195.7,313.18
366.91,420.85,410.38,667.62
225.81,515.05,42.89,328.01
30.17,686.77,209.34,305.59
167.89,639.79,84.16,216.27
230.07,509.95,48.24,332.69
226.4,521.69,37.44,320.69
170.77,639.07,82.93,215.69
633.33,71.51,513.4,789.96
259.3,457.01,306.76,557.09
225.45,517.92,40.29,324.95
169.43,640.51,84.59,214.96
29.95,686.61,209.34,305.8
336.25,846.25,295.37,8.65
9.79,665.17,198.33,318.06
147.59,705.51,156.41,184.1
225.88,514.31,43.57,328.8
678.49,26.7,580.82,863.96
191.17,695.87,138.51,160.09
230.45,511.53,46.97,330.89
693.96,96.39,615.81,902.45
228.36,510.07,47.81,332.91
300.04,817.43,263.42,28.05
43.37,692.5,203.02,289.22
679.11,20.02,577.46,859.52
258.82,456.77,305.9,556.37
328.38,833.1,282.68,9.62
168.65,640.3,84.52,215.49
263.62,756.57,203.19,84.79
73.87,692.98,179.22,253.82
194.94,670.96,113.59,178.2
44.02,696.6,209.12,292.1
181.24,649.49,92.2,202.12
171.69,639.17,82.88,215.21
342.03,829.74,283.75,29.93
12.94,666.64,197.17,314.9
257.77,459.33,306.74,556.27
225.32,514.52,43.29,328.69
106.03,762.61,293.1,331.54
37.34,692.86,211.04,299.91
677.11,26.69,579.86,863.12
191.21,669.68,112.23,180.7
697.45,94.63,618.15,904.61
250.22,462.07,298.92,548.06
667.84,24.69,571.87,855.57
228.36,510.07,47.81,332.91
258.88,456.88,306.07,556.49
625.86,73.78,506.38,783.33
191.21,669.68,112.23,180.7
173.41,637.19,80.66,216.31
676.66,26.94,579.63,862.95
338.79,852.18,300.85,12.98
205.5,518.68,42.08,329.67
223.17,519.85,38.11,323.34
336.98,848.18,297.13,9.77
671.48,26.41,575.45,859.08
33.53,689.78,210.45,303.18
26.45,681.34,204.07,305.57
230.44,512.56,46.1,329.78
257.22,459.52,306.16,555.67
30.18,686.93,209.67,305.83
677.86,27.92,580.85,864.16
171.65,638.8,82.53,215.56
334.82,844.18,293.33,7.2
628.43,79.69,506.74,782.69
28.61,681.51,201.81,302.38
62.5,684.68,177.76,265.15
678.21,25.23,580.04,863.05
42.49,694.47,207.23,292.39
334.14,842.78,292.02,6.74
260.7,454.07,306.07,557.43
220.65,505.09,52.83,340.43
43.27,692.44,203.03,289.32
315.68,836.21,282.57,13.65
226.75,512.71,45.16,330.36
223.25,517.08,40.64,326.34
145.76,708.69,160.47,184.63
227.61,519.56,39.54,322.76
26.05,681.77,205.37,306.73
230.19,510.76,47.56,331.78
231.8,508.21,50.13,334.24
171.44,642.08,85.81,212.69
230.92,510.9,47.62,331.49
168.91,640.62,84.79,215.08
331.88,840.24,289.39,5.29
43.27,692.44,203.03,289.32
246.31,466.17,297.31,545.11
37.42,681.1,192.85,291.06
329.45,833.54,283.31,10.13
675.82,25.36,578.44,861.69
206.02,518.86,41.61,329.27
694.32,95.47,615.83,902.42
553.21,1093.8,544.5,256.57
680.05,27.95,582.37,865.48
207.79,693.6,136.58,154.46
227.61,519.56,39.54,322.76
167.08,639.54,84.08,216.85
324.86,829.19,278.61,11.96
190.38,669.57,112.12,181.11
228.22,520.14,39.3,322.02
223.18,519.61,38.33,323.59
326.64,830.18,279.86,11.96
165.85,642.59,87.32,214.7
233.99,501.8,56.2,340.81
676.68,25.74,579.2,862.41
227.01,521.86,37.53,320.4
206.35,522.77,36.84,324.65
41.16,689.79,201.17,290.41
168.85,640.28,84.46,215.42
26.67,681.73,204.49,305.62
402.8,944.04,390.62,104.54
696.55,97.56,618.32,904.93
677.11,26.69,579.86,863.12
45.77,692.44,200.52,285.78
95.24,752.42,282.67,328.14
228.51,515.51,43.11,326.96
225.96,513.33,44.47,329.86
330.46,833.61,283.61,11.15
171.81,639.02,82.72,215.29
8.14,662.66,197.12,319.5
366.16,421.71,410.03,667.06
368.44,420.89,412.06,669.28
259.91,456.29,306.95,557.51
12.0,666.37,197.7,315.88
226.41,521.13,37.89,321.3
224.3,517.02,40.85,326.18
224.21,512.05,45.48,331.66
333.78,841.36,290.77,7.02
41.45,693.53,206.83,293.14
172.41,638.84,82.45,215.21
209.98,530.11,27.56,315.3
677.11,26.69,579.86,863.12
169.49,639.32,83.4,216.0
192.44,675.72,118.27,175.14
232.99,502.98,54.97,339.72
166.72,642.2,86.76,214.65
625.86,73.86,506.35,783.29
364.19,423.86,409.04,665.54
677.11,26.69,579.86,863.12
25.98,683.66,209.48,309.74
332.18,819.12,272.5,31.65
222.64,516.97,40.67,326.6
333.22,842.65,291.69,5.69
325.28,831.47,280.6,9.25
20.93,677.64,204.73,311.06
677.11,26.69,579.86,863.12
330.29,838.78,287.81,4.52
28.86,684.94,207.52,305.52
170.36,639.52,83.45,215.45
258.92,457.84,306.98,557.01
357.27,427.15,403.3,659.0
223.01,518.35,39.44,325.01
223.56,517.58,40.22,325.72
115.71,721.05,187.35,212.83
151.29,705.89,155.7,180.99
329.35,833.01,282.85,10.73
228.36,510.07,47.81,332.91
12.94,666.64,197.17,314.9
324.86,829.2,278.62,11.94
629.15,79.05,507.56,783.52
332.16,819.15,272.52,31.6
328.63,834.7,284.05,7.72
224.78,514.6,43.14,328.73
228.73,519.8,39.75,322.3
44.73,666.34,172.44,284.79
198.4,671.24,114.03,176.72
191.76,673.6,116.14,177.19
231.47,509.55,48.9,332.85
329.61,833.36,283.2,10.55
35.17,690.84,210.13,301.35
471.27,249.99,326.44,597.51
332.39,839.99,289.31,6.19
171.9,641.56,85.22,212.97
335.97,845.31,294.53,8.33
226.45,514.49,43.51,328.48
12.77,666.61,197.28,315.09
678.06,26.12,580.3,863.42
201.45,531.62,28.79,316.2
40.71,694.53,209.55,295.59
232.17,506.05,52.09,336.52
334.27,843.37,292.53,6.72
331.04,841.44,290.18,3.47
625.86,73.78,506.38,783.33
227.69,511.0,46.86,332.03
233.89,500.66,57.21,342.08
25.32,682.6,208.18,309.37
331.52,839.59,288.77,5.36
28.01,685.39,209.88,308.09
33.78,692.53,217.32,308.98
27.73,683.8,206.91,306.16
204.92,518.61,42.46,329.95
87.56,739.7,282.37,344.01
402.8,944.04,390.62,104.54
224.97,519.78,38.58,323.04
230.68,511.6,46.97,330.77
365.87,422.42,410.09,666.94
223.68,516.62,41.12,326.75
331.35,837.85,287.3,6.97
33.51,689.87,210.66,303.36
258.82,456.77,305.9,556.37
205.24,521.33,39.04,326.68
36.21,680.13,192.7,292.17
224.27,517.68,40.25,325.46
328.8,833.26,282.92,9.82
191.21,669.68,112.23,180.7
230.75,511.89,46.75,330.45
362.46,424.56,407.54,663.87
231.14,511.19,47.44,331.14
202.02,624.04,68.14,219.8
362.46,426.39,408.52,664.39
31.18,688.15,210.72,305.67
228.46,508.46,49.29,334.65
328.38,833.1,282.68,9.62
93.98,619.71,109.53,278.31
201.75,531.64,28.6,316.08
365.32,423.0,409.81,666.52
364.19,424.09,409.16,665.6
31.02,687.74,210.07,305.33
